Project Name,Street Name,Postal District,Property Type,No of Bedroom,Monthly Rent ($),Floor Area (SQM),Floor Area (SQFT),Lease Commencement Date
LANDBAY CONDOMINIUM,JALAN HAJIJAH,16,Non-Landed Properties,2,"3,900",90 to 100,"900 to 1,000",Sep-25
SKYLINE @ ORCHARD BOULEVARD,ANGULLIA PARK,09,Non-Landed Properties,3,"15,000",280 to 290,"3,100 to 3,200",Sep-25
PARC CLEMATIS,JALAN LEMPENG,05,Non-Landed Properties,2,"4,000",60 to 70,600 to 700,Sep-25
CHANGI COURT,UPPER CHANGI ROAD EAST,16,Non-Landed Properties,3,"4,400",110 to 120,"1,100 to 1,200",Sep-25
MARINA BAY RESIDENCES,MARINA BOULEVARD,01,Non-Landed Properties,1,"6,000",60 to 70,700 to 800,Sep-25
AVENUE SOUTH RESIDENCE,SILAT AVENUE,03,Non-Landed Properties,2,"4,400",60 to 70,700 to 800,Sep-25
PARC BOTANNIA,FERNVALE STREET,28,Non-Landed Properties,2,"3,400",60 to 70,600 to 700,Sep-25
COCO PALMS,PASIR RIS GROVE,18,Non-Landed Properties,3,"4,050",80 to 90,"900 to 1,000",Sep-25
HONG BUILDING,RANGOON ROAD,08,Non-Landed Properties,NA,"4,200",130 to 140,"1,300 to 1,400",Sep-25
KENT RIDGE HILL RESIDENCES,SOUTH BUONA VISTA ROAD,05,Non-Landed Properties,1,"3,200",40 to 50,400 to 500,Sep-25
THE COSMOPOLITAN,KIM SENG ROAD,09,Non-Landed Properties,2,"7,400",100 to 110,"1,100 to 1,200",Sep-25
LA FIESTA,SENGKANG SQUARE,19,Non-Landed Properties,2,"3,600",60 to 70,700 to 800,Sep-25
THE ALPS RESIDENCES,TAMPINES STREET 86,18,Non-Landed Properties,1,"2,800",40 to 50,500 to 600,Sep-25
KEMBANGAN SUITES,JALAN MASJID,14,Non-Landed Properties,1,"3,100",50 to 60,500 to 600,Sep-25
MALVERN SPRINGS,ONAN ROAD,15,Non-Landed Properties,2,"4,100",130 to 140,"1,400 to 1,500",Sep-25
ST MARTIN RESIDENCE,ST. MARTIN'S DRIVE,10,Non-Landed Properties,3,"9,400",270 to 280,"2,900 to 3,000",Sep-25
THE PEAK@BALMEG,BALMEG HILL,05,Non-Landed Properties,3,"6,500",140 to 150,"1,500 to 1,600",Sep-25
THE INFLORA,FLORA DRIVE,17,Non-Landed Properties,2,"3,200",60 to 70,700 to 800,Sep-25
PARK INFINIA AT WEE NAM,LINCOLN ROAD,11,Non-Landed Properties,3,"8,200",130 to 140,"1,400 to 1,500",Sep-25
MERA SPRINGS,CARLISLE ROAD,08,Non-Landed Properties,3,"5,600",120 to 130,"1,200 to 1,300",Sep-25
MONTEBLEU,MINBU ROAD,11,Non-Landed Properties,2,"4,000",70 to 80,800 to 900,Sep-25
CARIBBEAN AT KEPPEL BAY,KEPPEL BAY DRIVE,04,Non-Landed Properties,2,"5,000",100 to 110,"1,000 to 1,100",Sep-25
REIGNWOOD HAMILTON SCOTTS,SCOTTS ROAD,09,Non-Landed Properties,3,"16,000",250 to 260,"2,700 to 2,800",Sep-25
THE LAURELS,CAIRNHILL ROAD,09,Non-Landed Properties,NA,"4,000",50 to 60,500 to 600,Sep-25
VIEW AT KISMIS,LORONG KISMIS,21,Non-Landed Properties,2,"3,600",50 to 60,600 to 700,Sep-25
SIMS URBAN OASIS,SIMS DRIVE,14,Non-Landed Properties,1,"3,000",40 to 50,400 to 500,Sep-25
ROBINSON SUITES,ROBINSON ROAD,01,Non-Landed Properties,1,"3,700",40 to 50,400 to 500,Sep-25
THE WOODLEIGH RESIDENCES,BIDADARI PARK DRIVE,13,Non-Landed Properties,3,"7,300",80 to 90,"900 to 1,000",Sep-25
LIV @ MB,ARTHUR ROAD,15,Non-Landed Properties,NA,"5,050",60 to 70,600 to 700,Sep-25
GUILLEMARD EDGE,LORONG 30 GEYLANG,14,Non-Landed Properties,1,"2,650",40 to 50,400 to 500,Sep-25
SYMPHONY SUITES,YISHUN CLOSE,27,Non-Landed Properties,2,"2,800",60 to 70,600 to 700,Sep-25
THE CASCADIA,BUKIT TIMAH ROAD,21,Non-Landed Properties,3,"6,500",100 to 110,"1,100 to 1,200",Sep-25
SKYSUITES@ANSON,ENGGOR STREET,02,Non-Landed Properties,2,"6,000",60 to 70,600 to 700,Sep-25
MARTIN MODERN,MARTIN PLACE,09,Non-Landed Properties,3,"12,000",130 to 140,"1,400 to 1,500",Sep-25
THOMSON IMPRESSIONS,LORONG PUNTONG,20,Non-Landed Properties,1,"2,800",40 to 50,400 to 500,Sep-25
28 IMPERIAL RESIDENCES,LORONG 26 GEYLANG,14,Non-Landed Properties,2,"3,000",120 to 130,"1,300 to 1,400",Sep-25
BUCKLEY 18,BUCKLEY ROAD,11,Non-Landed Properties,2,"5,200",90 to 100,"1,000 to 1,100",Sep-25
EIGHT RIVERSUITES,WHAMPOA EAST,12,Non-Landed Properties,1,"3,000",40 to 50,400 to 500,Sep-25
ALESSANDREA,ALEXANDRA ROAD,03,Non-Landed Properties,3,"4,400",100 to 110,"1,000 to 1,100",Sep-25
LA FIESTA,SENGKANG SQUARE,19,Non-Landed Properties,4,"6,250",120 to 130,"1,300 to 1,400",Sep-25
THE ARTE,JALAN RAJA UDANG,12,Non-Landed Properties,3,"5,500",140 to 150,"1,500 to 1,600",Sep-25
OUE TWIN PEAKS,LEONIE HILL ROAD,09,Non-Landed Properties,1,"4,550",50 to 60,500 to 600,Sep-25
STURDEE RESIDENCES,BEATTY ROAD,08,Non-Landed Properties,2,"4,100",60 to 70,600 to 700,Sep-25
MIDTOWN MODERN,TAN QUEE LAN STREET,07,Non-Landed Properties,1,"4,300",30 to 40,400 to 500,Sep-25
THE TRIZON,RIDGEWOOD CLOSE,10,Non-Landed Properties,2,"5,200",120 to 130,"1,300 to 1,400",Sep-25
THE INTERWEAVE,KIM KEAT ROAD,12,Non-Landed Properties,NA,"2,400",30 to 40,300 to 400,Sep-25
PARC SEABREEZE,JOO CHIAT ROAD,15,Non-Landed Properties,3,"6,800",120 to 130,"1,300 to 1,400",Sep-25
RIVERBANK @ FERNVALE,FERNVALE CLOSE,28,Non-Landed Properties,2,"3,200",60 to 70,700 to 800,Sep-25
CASCADALE,UPPER CHANGI ROAD EAST,16,Non-Landed Properties,3,"4,200",150 to 160,"1,600 to 1,700",Sep-25
ONE-NORTH RESIDENCES,ONE-NORTH GATEWAY,05,Non-Landed Properties,1,"4,000",80 to 90,"900 to 1,000",Sep-25
RIVIERE,JIAK KIM STREET,03,Non-Landed Properties,2,"6,200",70 to 80,800 to 900,Sep-25
CITY GATE,BEACH ROAD,07,Non-Landed Properties,2,"2,900",60 to 70,600 to 700,Sep-25
REGAL 35,LORONG 35 GEYLANG,14,Non-Landed Properties,3,"4,200",110 to 120,"1,200 to 1,300",Sep-25
JADESCAPE,SHUNFU ROAD,20,Non-Landed Properties,2,"4,800",70 to 80,700 to 800,Sep-25
PEBBLE BAY,TANJONG RHU ROAD,15,Non-Landed Properties,3,"8,300",170 to 180,"1,800 to 1,900",Sep-25
WATERFORD RESIDENCE,KIM YAM ROAD,09,Non-Landed Properties,2,"5,800",90 to 100,"1,000 to 1,100",Sep-25
PARC EMILY,MOUNT EMILY ROAD,09,Non-Landed Properties,3,"6,600",110 to 120,"1,200 to 1,300",Sep-25
BOTANIC GARDENS MANSION,TAMAN SERASI,10,Non-Landed Properties,3,"6,800",160 to 170,"1,700 to 1,800",Sep-25
KI RESIDENCES AT BROOKVALE,BROOKVALE DRIVE,21,Non-Landed Properties,4,"7,500",150 to 160,"1,700 to 1,800",Sep-25
THE SCOTTS TOWER,SCOTTS ROAD,09,Non-Landed Properties,1,"4,200",60 to 70,600 to 700,Sep-25
SILVERSCAPE,LORONG 32 GEYLANG,14,Non-Landed Properties,1,"2,250",30 to 40,400 to 500,Sep-25
FLORAVILLE,CACTUS ROAD,28,Non-Landed Properties,1,"2,500",40 to 50,400 to 500,Sep-25
THE PARC CONDOMINIUM,WEST COAST WALK,05,Non-Landed Properties,2,"4,500",90 to 100,"900 to 1,000",Sep-25
THE CITRON RESIDENCES,MARNE ROAD,08,Non-Landed Properties,2,"3,900",60 to 70,600 to 700,Sep-25
SOPHIA HILLS,MOUNT SOPHIA,09,Non-Landed Properties,2,"4,500",60 to 70,600 to 700,Sep-25
HAUS ON HANDY,HANDY ROAD,09,Non-Landed Properties,2,"4,600",50 to 60,600 to 700,Sep-25
FERRELL RESIDENCES,BUKIT TIMAH ROAD,10,Non-Landed Properties,3,"8,500",170 to 180,"1,800 to 1,900",Sep-25
SIMSVILLE,GEYLANG EAST AVENUE 2,14,Non-Landed Properties,4,"5,500",140 to 150,"1,500 to 1,600",Sep-25
LAKEVILLE,JURONG LAKE LINK,22,Non-Landed Properties,1,"3,600",50 to 60,500 to 600,Sep-25
THE WOODGROVE,WOODGROVE DRIVE,25,Non-Landed Properties,2,"3,600",80 to 90,800 to 900,Sep-25
CENTRAL GREEN CONDOMINIUM,JALAN MEMBINA,03,Non-Landed Properties,3,"5,700",120 to 130,"1,200 to 1,300",Sep-25
THE FLORENCE RESIDENCES,HOUGANG AVENUE 2,19,Non-Landed Properties,2,"3,250",50 to 60,600 to 700,Sep-25
WATERTOWN,PUNGGOL CENTRAL,19,Non-Landed Properties,1,"3,200",50 to 60,500 to 600,Sep-25
SOPHIA HILLS,MOUNT SOPHIA,09,Non-Landed Properties,1,"3,300",50 to 60,500 to 600,Sep-25
LAKEVILLE,JURONG LAKE LINK,22,Non-Landed Properties,4,"6,500",120 to 130,"1,300 to 1,400",Sep-25
CASPIAN,LAKESIDE DRIVE,22,Non-Landed Properties,3,"5,200",110 to 120,"1,200 to 1,300",Sep-25
GUILLEMARD EDGE,LORONG 30 GEYLANG,14,Non-Landed Properties,2,"3,000",50 to 60,500 to 600,Sep-25
BRADDELL VIEW,BRADDELL HILL,20,Non-Landed Properties,NA,"4,900",130 to 140,"1,400 to 1,500",Sep-25
STIRLING RESIDENCES,STIRLING ROAD,03,Non-Landed Properties,3,"6,000",80 to 90,800 to 900,Sep-25
COCO PALMS,PASIR RIS GROVE,18,Non-Landed Properties,5,"6,600",160 to 170,"1,700 to 1,800",Sep-25
GOLDENHILL PARK CONDOMINIUM,MEI HWAN DRIVE,20,Non-Landed Properties,3,"6,200",120 to 130,"1,300 to 1,400",Sep-25
ASPEN HEIGHTS,RIVER VALLEY ROAD,09,Non-Landed Properties,3,"7,800",150 to 160,"1,600 to 1,700",Sep-25
CALLIDORA VILLE,LORONG N TELOK KURAU,15,Non-Landed Properties,2,"3,300",70 to 80,700 to 800,Sep-25
REGIS MANSIONS,JALAN RAJAWALI,21,Non-Landed Properties,3,"3,500",110 to 120,"1,200 to 1,300",Sep-25
NORMANTON PARK,NORMANTON PARK,05,Non-Landed Properties,2,"4,500",70 to 80,800 to 900,Sep-25
LAGUNA GREEN,JALAN HAJIJAH,16,Non-Landed Properties,2,"3,700",90 to 100,"1,000 to 1,100",Sep-25
THE WOODLEIGH RESIDENCES,BIDADARI PARK DRIVE,13,Non-Landed Properties,3,"6,500",70 to 80,800 to 900,Sep-25
AFFINITY AT SERANGOON,SERANGOON NORTH AVENUE 1,19,Non-Landed Properties,2,"3,350",50 to 60,600 to 700,Sep-25
CRESTON RESIDENCES,STILL ROAD,15,Non-Landed Properties,2,"3,700",80 to 90,"900 to 1,000",Sep-25
URBAN VISTA,TANAH MERAH KECHIL LINK,16,Non-Landed Properties,3,"4,700",70 to 80,700 to 800,Sep-25
SKY@ELEVEN,THOMSON LANE,11,Non-Landed Properties,4,"11,600",250 to 260,"2,700 to 2,800",Sep-25
THE SEAFRONT ON MEYER,MEYER ROAD,15,Non-Landed Properties,3,"7,000",140 to 150,"1,600 to 1,700",Sep-25
TANJONG PAGAR COMPLEX,KEPPEL ROAD,02,Non-Landed Properties,3,"4,592",150 to 160,"1,600 to 1,700",Sep-25
ONE HOLLAND VILLAGE RESIDENCES,HOLLAND VILLAGE WAY,10,Non-Landed Properties,2,"5,500",70 to 80,700 to 800,Sep-25
ARDMORE PARK,ARDMORE PARK,10,Non-Landed Properties,4,"20,000",260 to 270,"2,800 to 2,900",Sep-25
PEOPLE'S PARK CENTRE,UPPER CROSS STREET,01,Non-Landed Properties,3,"6,500",150 to 160,"1,600 to 1,700",Sep-25
MIDTOWN MODERN,TAN QUEE LAN STREET,07,Non-Landed Properties,1,"3,800",40 to 50,400 to 500,Sep-25
ENG AUN MANSION,THOMSON ROAD,11,Non-Landed Properties,NA,"3,800",90 to 100,"1,000 to 1,100",Sep-25
HIGH PARK RESIDENCES,FERNVALE ROAD,28,Non-Landed Properties,3,"3,900",80 to 90,800 to 900,Sep-25
BISHAN 8,BISHAN STREET 21,20,Non-Landed Properties,3,"5,000",100 to 110,"1,100 to 1,200",Sep-25
AFFINITY AT SERANGOON,SERANGOON NORTH AVENUE 1,19,Non-Landed Properties,1,"3,000",50 to 60,500 to 600,Sep-25
FOURTH AVENUE RESIDENCES,FOURTH AVENUE,10,Non-Landed Properties,1,"4,100",40 to 50,500 to 600,Sep-25
FERNHILL COURT,FERNHILL ROAD,10,Non-Landed Properties,NA,"7,500",230 to 240,"2,400 to 2,500",Sep-25
ASTORIA PARK,LORONG MYDIN,14,Non-Landed Properties,2,"4,000",80 to 90,"900 to 1,000",Sep-25
SPOTTISWOODE RESIDENCES,SPOTTISWOODE PARK ROAD,02,Non-Landed Properties,1,"3,700",50 to 60,500 to 600,Sep-25
SPRING @ KATONG,CEYLON ROAD,15,Non-Landed Properties,2,"5,300",90 to 100,"900 to 1,000",Sep-25
PATENT PLACE,JALAN RAJAWALI,21,Non-Landed Properties,3,"6,000",160 to 170,"1,700 to 1,800",Sep-25
KERRISDALE,STURDEE ROAD,08,Non-Landed Properties,3,"6,000",110 to 120,"1,200 to 1,300",Sep-25
SEASIDE RESIDENCES,SIGLAP LINK,15,Non-Landed Properties,1,"3,700",50 to 60,500 to 600,Sep-25
PASIR RIS 8,PASIR RIS DRIVE 8,18,Non-Landed Properties,2,"3,500",60 to 70,700 to 800,Sep-25
URBAN TREASURES,JALAN EUNOS,14,Non-Landed Properties,1,"3,200",40 to 50,500 to 600,Sep-25
D'NEST,PASIR RIS GROVE,18,Non-Landed Properties,2,"3,600",70 to 80,700 to 800,Sep-25
PARC EMILY,MOUNT EMILY ROAD,09,Non-Landed Properties,2,"5,300",90 to 100,"1,000 to 1,100",Sep-25
LAGUNA PARK,MARINE PARADE ROAD,15,Non-Landed Properties,NA,"5,200",150 to 160,"1,600 to 1,700",Sep-25
OLEANDER TOWERS,LORONG 1 TOA PAYOH,12,Non-Landed Properties,3,"4,650",100 to 110,"1,100 to 1,200",Sep-25
JADE RESIDENCES,LEW LIAN VALE,19,Non-Landed Properties,2,"3,000",50 to 60,600 to 700,Sep-25
MARINA BAY RESIDENCES,MARINA BOULEVARD,01,Non-Landed Properties,4,"18,500",220 to 230,"2,300 to 2,400",Sep-25
PARBURY HILL CONDOMINIUM,PARBURY AVENUE,16,Non-Landed Properties,3,"5,200",160 to 170,"1,700 to 1,800",Sep-25
THE QUARTZ,COMPASSVALE BOW,19,Non-Landed Properties,NA,"4,400",90 to 100,"1,000 to 1,100",Sep-25
MIDTOWN MODERN,TAN QUEE LAN STREET,07,Non-Landed Properties,2,"4,800",50 to 60,500 to 600,Sep-25
RIVERSOUND RESIDENCE,SENGKANG EAST AVENUE,19,Non-Landed Properties,4,"4,600",110 to 120,"1,200 to 1,300",Sep-25
D'NEST,PASIR RIS GROVE,18,Non-Landed Properties,1,"2,600",40 to 50,400 to 500,Sep-25
VALLEY PARK,RIVER VALLEY ROAD,10,Non-Landed Properties,2,"5,300",110 to 120,"1,200 to 1,300",Sep-25
THE LAKESHORE,JURONG WEST STREET 41,22,Non-Landed Properties,3,"5,300",120 to 130,"1,300 to 1,400",Sep-25
MY MANHATTAN,SIMEI STREET 3,18,Non-Landed Properties,2,"3,800",80 to 90,800 to 900,Sep-25
D'LEEDON,LEEDON HEIGHTS,10,Non-Landed Properties,3,"8,400",150 to 160,"1,600 to 1,700",Sep-25
CHANGI COURT,UPPER CHANGI ROAD EAST,16,Non-Landed Properties,2,"3,400",90 to 100,"900 to 1,000",Sep-25
Q BAY RESIDENCES,TAMPINES STREET 86,18,Non-Landed Properties,2,"2,800",80 to 90,800 to 900,Sep-25
SKY VUE,BISHAN STREET 15,20,Non-Landed Properties,2,"4,200",60 to 70,600 to 700,Sep-25
PEOPLE'S PARK COMPLEX,PARK ROAD,01,Non-Landed Properties,1,"2,500",40 to 50,400 to 500,Sep-25
RIVIERE,JIAK KIM STREET,03,Non-Landed Properties,3,"8,800",100 to 110,"1,100 to 1,200",Sep-25
HIGHLINE RESIDENCES,KIM TIAN ROAD,03,Non-Landed Properties,1,"4,200",40 to 50,500 to 600,Sep-25
THE LUXURIE,COMPASSVALE ROAD,19,Non-Landed Properties,2,"3,480",70 to 80,700 to 800,Sep-25
THE ROCHESTER RESIDENCES,ROCHESTER DRIVE,05,Non-Landed Properties,3,"8,500",150 to 160,"1,700 to 1,800",Sep-25
HILLSTA,PHOENIX ROAD,23,Non-Landed Properties,NA,"2,700",50 to 60,500 to 600,Sep-25
NIN RESIDENCE,PHENG GECK AVENUE,13,Non-Landed Properties,2,"4,200",80 to 90,"900 to 1,000",Sep-25
CITY SQUARE RESIDENCES,KITCHENER LINK,08,Non-Landed Properties,3,"5,300",110 to 120,"1,200 to 1,300",Sep-25
WATERBANK AT DAKOTA,DAKOTA CRESCENT,14,Non-Landed Properties,3,"4,400",110 to 120,"1,200 to 1,300",Sep-25
ONE PEARL BANK,PEARL BANK,03,Non-Landed Properties,2,"5,300",60 to 70,700 to 800,Sep-25
BLISS RESIDENCES,JALAN MASJID,14,Non-Landed Properties,2,"4,000",80 to 90,"900 to 1,000",Sep-25
THOMSON THREE,BRIGHT HILL DRIVE,20,Non-Landed Properties,3,"5,300",100 to 110,"1,100 to 1,200",Sep-25
PASIR RIS 8,PASIR RIS DRIVE 8,18,Non-Landed Properties,1,"3,400",50 to 60,500 to 600,Sep-25
FOUR SEASONS PARK,CUSCADEN WALK,10,Non-Landed Properties,NA,"11,800",210 to 220,"2,200 to 2,300",Sep-25
HYLL ON HOLLAND,HOLLAND ROAD,10,Non-Landed Properties,2,"4,400",60 to 70,600 to 700,Sep-25
MAYFAIR GARDENS,RIFLE RANGE ROAD,21,Non-Landed Properties,2,"4,700",70 to 80,800 to 900,Sep-25
MANDARIN GARDENS,SIGLAP ROAD,15,Non-Landed Properties,2,"4,100",90 to 100,"1,000 to 1,100",Sep-25
RIVIERE,JIAK KIM STREET,03,Non-Landed Properties,3,"9,000",110 to 120,"1,200 to 1,300",Sep-25
NEPTUNE COURT,MARINE VISTA,15,Non-Landed Properties,NA,"5,300",150 to 160,"1,600 to 1,700",Sep-25
BUTTERWORTH VIEW,BUTTERWORTH LANE,15,Non-Landed Properties,3,"4,600",110 to 120,"1,200 to 1,300",Sep-25
HILLVIEW GREEN,HUME AVENUE,21,Non-Landed Properties,2,"4,200",90 to 100,"1,000 to 1,100",Sep-25
CASPIAN,LAKESIDE DRIVE,22,Non-Landed Properties,4,"6,500",140 to 150,"1,500 to 1,600",Sep-25
AVILA GARDENS,FLORA ROAD,17,Non-Landed Properties,3,"4,100",110 to 120,"1,200 to 1,300",Sep-25
PARC VISTA,CORPORATION ROAD,22,Non-Landed Properties,3,"5,200",110 to 120,"1,200 to 1,300",Sep-25
FORESQUE RESIDENCES,PETIR ROAD,23,Non-Landed Properties,3,"5,800",110 to 120,"1,200 to 1,300",Sep-25
BAYSHORE PARK,BAYSHORE ROAD,16,Non-Landed Properties,3,"4,200",100 to 110,"1,100 to 1,200",Sep-25
DOVER PARKVIEW,DOVER RISE,05,Non-Landed Properties,2,"3,900",80 to 90,"900 to 1,000",Sep-25
THE EDGEWATER,JALAN LOYANG BESAR,17,Non-Landed Properties,2,"3,200",90 to 100,"900 to 1,000",Sep-25
RESIDENCES @ SOMME,PETAIN ROAD,08,Non-Landed Properties,1,"3,000",40 to 50,400 to 500,Sep-25
JEWEL @ BUANGKOK,COMPASSVALE BOW,19,Non-Landed Properties,3,"3,700",80 to 90,800 to 900,Sep-25
TAI PENG GARDENS,UPPER SERANGOON ROAD,19,Non-Landed Properties,NA,"4,600",150 to 160,"1,600 to 1,700",Sep-25
THE LANAI,HILLVIEW AVENUE,23,Non-Landed Properties,2,"3,900",80 to 90,"900 to 1,000",Sep-25
REGENT GROVE,CHOA CHU KANG NORTH 7,23,Non-Landed Properties,2,"3,300",80 to 90,"900 to 1,000",Sep-25
CHELSEA LODGE,TANJONG KATONG ROAD,15,Non-Landed Properties,2,"3,468",80 to 90,"900 to 1,000",Sep-25
ONE JERVOIS,JERVOIS CLOSE,10,Non-Landed Properties,3,"6,800",130 to 140,"1,400 to 1,500",Sep-25
THE TENNERY,WOODLANDS ROAD,23,Non-Landed Properties,1,"3,000",50 to 60,600 to 700,Sep-25
LA SUISSE,SWISS VIEW,11,Non-Landed Properties,3,"7,800",190 to 200,"2,100 to 2,200",Sep-25
HILLSTA,PHOENIX ROAD,23,Non-Landed Properties,2,"3,200",70 to 80,700 to 800,Sep-25
ONE HOLLAND VILLAGE RESIDENCES,HOLLAND VILLAGE WAY,10,Non-Landed Properties,2,"6,200",70 to 80,700 to 800,Sep-25
KHEAM HOCK GARDENS,KHEAM HOCK ROAD,11,Non-Landed Properties,2,"4,800",120 to 130,"1,300 to 1,400",Sep-25
THE HILLIER,HILLVIEW RISE,23,Non-Landed Properties,1,"3,100",50 to 60,600 to 700,Sep-25
THE INTERWEAVE,KIM KEAT ROAD,12,Non-Landed Properties,1,"2,700",40 to 50,400 to 500,Sep-25
THE TREVOSE,TREVOSE CRESCENT,11,Non-Landed Properties,3,"6,500",110 to 120,"1,200 to 1,300",Sep-25
OUE TWIN PEAKS,LEONIE HILL ROAD,09,Non-Landed Properties,1,"4,800",50 to 60,500 to 600,Sep-25
STIRLING RESIDENCES,STIRLING ROAD,03,Non-Landed Properties,3,"7,200",90 to 100,"900 to 1,000",Sep-25
ST THOMAS COURT,ST. THOMAS WALK,09,Non-Landed Properties,3,"4,500",100 to 110,"1,100 to 1,200",Sep-25
KINGSTON TERRACE,JALAN MASJID,14,Non-Landed Properties,2,"3,500",80 to 90,"900 to 1,000",Sep-25
NESS,LORONG 32 GEYLANG,14,Non-Landed Properties,1,"2,500",40 to 50,400 to 500,Sep-25
MON JERVOIS,JERVOIS ROAD,10,Non-Landed Properties,2,"5,250",90 to 100,"1,000 to 1,100",Sep-25
CORALIS,JOO CHIAT ROAD,15,Non-Landed Properties,2,"4,500",70 to 80,800 to 900,Sep-25
MY MANHATTAN,SIMEI STREET 3,18,Non-Landed Properties,1,"3,200",40 to 50,500 to 600,Sep-25
TIVOLI GRANDE,KOON SENG ROAD,15,Non-Landed Properties,2,"3,400",60 to 70,600 to 700,Sep-25
FERRARIA PARK CONDOMINIUM,FLORA DRIVE,17,Non-Landed Properties,1,"2,950",60 to 70,600 to 700,Sep-25
THE PLAZA,BEACH ROAD,07,Non-Landed Properties,1,"3,600",70 to 80,700 to 800,Sep-25
THE POIZ RESIDENCES,MEYAPPA CHETTIAR ROAD,13,Non-Landed Properties,2,"4,400",70 to 80,800 to 900,Sep-25
THE TROPICA,TAMPINES AVENUE 1,18,Non-Landed Properties,3,"5,500",110 to 120,"1,200 to 1,300",Sep-25
HILLVIEW HEIGHTS,HILLVIEW AVENUE,23,Non-Landed Properties,3,"4,600",100 to 110,"1,100 to 1,200",Sep-25
HILLTOP GROVE,HILLVIEW AVENUE,23,Non-Landed Properties,3,"4,200",120 to 130,"1,300 to 1,400",Sep-25
J GATEWAY,GATEWAY DRIVE,22,Non-Landed Properties,3,"5,300",80 to 90,800 to 900,Sep-25
PARC SOPHIA,ADIS ROAD,09,Non-Landed Properties,1,"3,300",50 to 60,600 to 700,Sep-25
DAIRY FARM RESIDENCES,DAIRY FARM LANE,23,Non-Landed Properties,3,"5,400",80 to 90,"900 to 1,000",Sep-25
THE BAYSHORE,BAYSHORE ROAD,16,Non-Landed Properties,3,"4,500",110 to 120,"1,200 to 1,300",Sep-25
SPA BUILDING,VERDUN ROAD,08,Non-Landed Properties,4,"4,251",160 to 170,"1,700 to 1,800",Sep-25
GOODWOOD GRAND,BALMORAL ROAD,10,Non-Landed Properties,2,"4,400",70 to 80,700 to 800,Sep-25
ASTON MANSIONS,LORONG 42 GEYLANG,14,Non-Landed Properties,3,"5,200",100 to 110,"1,100 to 1,200",Sep-25
NOVENA COURT,JALAN NOVENA BARAT,11,Non-Landed Properties,NA,"2,000",80 to 90,800 to 900,Sep-25
PENROSE,SIMS DRIVE,14,Non-Landed Properties,1,"3,500",40 to 50,400 to 500,Sep-25
CANNE VILLE,LORONG 3 GEYLANG,14,Non-Landed Properties,2,"3,800",80 to 90,800 to 900,Sep-25
GRANDE VISTA,CACTUS DRIVE,28,Non-Landed Properties,3,"3,700",120 to 130,"1,300 to 1,400",Sep-25
SIMS URBAN OASIS,SIMS DRIVE,14,Non-Landed Properties,2,"3,800",50 to 60,600 to 700,Sep-25
SUITES@ KATONG,TANJONG KATONG ROAD,15,Non-Landed Properties,1,"2,500",30 to 40,300 to 400,Sep-25
SPOTTISWOODE PARK,SPOTTISWOODE PARK ROAD,02,Non-Landed Properties,NA,"4,000",70 to 80,800 to 900,Sep-25
AZALEA PARK CONDOMINIUM,FLORA ROAD,17,Non-Landed Properties,3,"3,900",120 to 130,"1,300 to 1,400",Sep-25
THE MILTONIA RESIDENCES,MILTONIA CLOSE,27,Non-Landed Properties,3,"3,650",100 to 110,"1,100 to 1,200",Sep-25
BALESTIER POINT,BALESTIER ROAD,12,Non-Landed Properties,3,"4,300",100 to 110,"1,100 to 1,200",Sep-25
THOMSON GROVE,YIO CHU KANG ROAD,26,Non-Landed Properties,3,"4,550",140 to 150,"1,500 to 1,600",Sep-25
THE URBANITE,HERTFORD ROAD,08,Non-Landed Properties,1,"3,000",40 to 50,400 to 500,Sep-25
THE CATHAY RESIDENCE,MOUNT SOPHIA,09,Non-Landed Properties,2,"5,074",80 to 90,800 to 900,Sep-25
ALTEZ,ENGGOR STREET,02,Non-Landed Properties,3,"10,100",150 to 160,"1,600 to 1,700",Sep-25
RAJAH TOWERS,JALAN RAJAH,12,Non-Landed Properties,3,"5,400",190 to 200,"2,100 to 2,200",Sep-25
LUCKY PLAZA,ORCHARD ROAD,09,Non-Landed Properties,3,"7,300",140 to 150,"1,500 to 1,600",Sep-25
THE SAIL @ MARINA BAY,MARINA BOULEVARD,01,Non-Landed Properties,1,"4,200",60 to 70,600 to 700,Sep-25
THE TRUMPS,JALAN KEMBANGAN,14,Non-Landed Properties,1,"3,100",60 to 70,600 to 700,Sep-25
LEONIE GARDENS,LEONIE HILL,09,Non-Landed Properties,4,"8,800",230 to 240,"2,500 to 2,600",Sep-25
PALM GROVE CONDOMINIUM,PALM GROVE AVENUE,19,Non-Landed Properties,1,"3,000",60 to 70,600 to 700,Sep-25
FOUR SEASONS PARK,CUSCADEN WALK,10,Non-Landed Properties,NA,"12,700",210 to 220,"2,200 to 2,300",Sep-25
ZEDGE,AKYAB ROAD,11,Non-Landed Properties,2,"3,700",70 to 80,700 to 800,Sep-25
SENNETT RESIDENCE,PHENG GECK AVENUE,13,Non-Landed Properties,2,"3,800",60 to 70,700 to 800,Sep-25
RIVERFRONT RESIDENCES,HOUGANG AVENUE 7,19,Non-Landed Properties,2,"3,500",60 to 70,700 to 800,Sep-25
TRE RESIDENCES,GEYLANG EAST AVENUE 1,14,Non-Landed Properties,1,"3,300",30 to 40,400 to 500,Sep-25
