Project Name,Street Name,Postal District,Property Type,No of Bedroom,Monthly Rent ($),Floor Area (SQM),Floor Area (SQFT),Lease Commencement Date
IRESIDENCES,IRRAWADDY ROAD,12,Non-Landed Properties,2,"4,300",90 to 100,"900 to 1,000",Nov-24
HUNDRED TREES,WEST COAST DRIVE,05,Non-Landed Properties,2,"3,800",70 to 80,700 to 800,Nov-24
PARK NATURA,BUKIT BATOK EAST AVENUE 6,23,Non-Landed Properties,4,"6,500",180 to 190,"2,000 to 2,100",Nov-24
SUITES @ NEWTON,SURREY ROAD,11,Non-Landed Properties,2,"3,500",50 to 60,600 to 700,Nov-24
ROBERTSON 100,ROBERTSON QUAY,09,Non-Landed Properties,1,"4,400",60 to 70,600 to 700,Nov-24
COCO PALMS,PASIR RIS GROVE,18,Non-Landed Properties,2,"3,600",60 to 70,700 to 800,Nov-24
ARDMORE RESIDENCE,ARDMORE PARK,10,Non-Landed Properties,4,"30,000",290 to 300,"3,100 to 3,200",Nov-24
THE LAKEFRONT RESIDENCES,LAKESIDE DRIVE,22,Non-Landed Properties,3,"4,800",90 to 100,"1,000 to 1,100",Nov-24
THE BAYSHORE,BAYSHORE ROAD,16,Non-Landed Properties,2,"3,600",80 to 90,"900 to 1,000",Nov-24
THE CLIFT,MCCALLUM STREET,01,Non-Landed Properties,1,"4,000",50 to 60,500 to 600,Nov-24
THE INTERLACE,DEPOT ROAD,04,Non-Landed Properties,3,"7,900",140 to 150,"1,500 to 1,600",Nov-24
THE TAPESTRY,TAMPINES STREET 86,18,Non-Landed Properties,1,"2,800",40 to 50,400 to 500,Nov-24
HIGH PARK RESIDENCES,FERNVALE ROAD,28,Non-Landed Properties,2,"3,250",70 to 80,800 to 900,Nov-24
ASPEN HEIGHTS,RIVER VALLEY ROAD,09,Non-Landed Properties,2,"5,500",100 to 110,"1,100 to 1,200",Nov-24
MARTIN MODERN,MARTIN PLACE,09,Non-Landed Properties,3,"12,000",130 to 140,"1,400 to 1,500",Nov-24
LA SUISSE,SWISS VIEW,11,Non-Landed Properties,3,"6,200",190 to 200,"2,100 to 2,200",Nov-24
PALM GARDENS,HONG SAN WALK,23,Non-Landed Properties,3,"3,900",110 to 120,"1,200 to 1,300",Nov-24
HOLLAND GEMS,TAMAN NAKHODA,10,Non-Landed Properties,4,"7,600",190 to 200,"2,000 to 2,100",Nov-24
SHERWOOD CONDOMINIUM,JALAN JURONG KECHIL,21,Non-Landed Properties,2,"3,800",80 to 90,"900 to 1,000",Nov-24
THE PALETTE,PASIR RIS GROVE,18,Non-Landed Properties,2,"3,600",60 to 70,700 to 800,Nov-24
THE PARK VALE,PARK VALE,11,Non-Landed Properties,NA,"5,000",120 to 130,"1,300 to 1,400",Nov-24
HOLLAND PEAK,HOLLAND HILL,10,Non-Landed Properties,4,"7,500",170 to 180,"1,800 to 1,900",Nov-24
MARTIN MODERN,MARTIN PLACE,09,Non-Landed Properties,3,"8,300",100 to 110,"1,000 to 1,100",Nov-24
THE ATRIA AT MEYER,MEYER ROAD,15,Non-Landed Properties,NA,"4,400",120 to 130,"1,300 to 1,400",Nov-24
PARC CENTROS,PUNGGOL CENTRAL,19,Non-Landed Properties,1,"2,800",40 to 50,400 to 500,Nov-24
DUCHESS CREST,DUCHESS AVENUE,10,Non-Landed Properties,4,"6,850",150 to 160,"1,700 to 1,800",Nov-24
THE FLORENCE RESIDENCES,HOUGANG AVENUE 2,19,Non-Landed Properties,1,"2,700",40 to 50,400 to 500,Nov-24
ICON,GOPENG STREET,02,Non-Landed Properties,1,"3,800",50 to 60,500 to 600,Nov-24
EMILY RESIDENCE,MOUNT EMILY ROAD,09,Non-Landed Properties,1,"3,600",50 to 60,500 to 600,Nov-24
SENNETT RESIDENCE,PHENG GECK AVENUE,13,Non-Landed Properties,2,"3,850",60 to 70,700 to 800,Nov-24
THE VERMONT ON CAIRNHILL,CAIRNHILL RISE,09,Non-Landed Properties,1,"3,700",40 to 50,500 to 600,Nov-24
MAYSPRINGS,PETIR ROAD,23,Non-Landed Properties,3,"4,800",140 to 150,"1,500 to 1,600",Nov-24
WATERVIEW,TAMPINES AVENUE 1,18,Non-Landed Properties,2,"3,500",70 to 80,700 to 800,Nov-24
DUNMAN PLACE,DUNMAN ROAD,15,Non-Landed Properties,2,"3,900",100 to 110,"1,100 to 1,200",Nov-24
GILSTEAD TWO,GILSTEAD ROAD,11,Non-Landed Properties,2,"3,950",70 to 80,700 to 800,Nov-24
THOMSON IMPRESSIONS,LORONG PUNTONG,20,Non-Landed Properties,1,"3,000",40 to 50,400 to 500,Nov-24
THE AMARELLE,LIM AH WOO ROAD,15,Non-Landed Properties,2,"4,300",80 to 90,"900 to 1,000",Nov-24
STUDIO 3,SHANGHAI ROAD,10,Non-Landed Properties,1,"3,500",50 to 60,500 to 600,Nov-24
THE SAIL @ MARINA BAY,MARINA BOULEVARD,01,Non-Landed Properties,2,"5,600",80 to 90,800 to 900,Nov-24
HYLL ON HOLLAND,HOLLAND ROAD,10,Non-Landed Properties,3,"7,000",90 to 100,"1,000 to 1,100",Nov-24
LAGUNA PARK,MARINE PARADE ROAD,15,Non-Landed Properties,NA,"6,299",130 to 140,"1,400 to 1,500",Nov-24
FABER GARDEN CONDOMINIUM,ANGKLONG LANE,20,Non-Landed Properties,4,"6,500",200 to 210,"2,100 to 2,200",Nov-24
THE ANCHORAGE,ALEXANDRA ROAD,03,Non-Landed Properties,3,"5,200",130 to 140,"1,400 to 1,500",Nov-24
THE RISE @ OXLEY - RESIDENCES,OXLEY RISE,09,Non-Landed Properties,2,"4,400",60 to 70,600 to 700,Nov-24
THE GLYNDEBOURNE,TREVOSE CRESCENT,11,Non-Landed Properties,3,"9,000",160 to 170,"1,700 to 1,800",Nov-24
THE CLEARWATER,BEDOK RESERVOIR VIEW,16,Non-Landed Properties,3,"4,700",120 to 130,"1,300 to 1,400",Nov-24
SEASIDE RESIDENCES,SIGLAP LINK,15,Non-Landed Properties,1,"4,100",50 to 60,500 to 600,Nov-24
LAKE GRANDE,JURONG LAKE LINK,22,Non-Landed Properties,2,"4,400",60 to 70,700 to 800,Nov-24
INTERNATIONAL PLAZA,ANSON ROAD,02,Non-Landed Properties,NA,"6,000",90 to 100,"1,000 to 1,100",Nov-24
THE BAYSHORE,BAYSHORE ROAD,16,Non-Landed Properties,3,"4,500",110 to 120,"1,100 to 1,200",Nov-24
SEASONS PARK,YIO CHU KANG ROAD,26,Non-Landed Properties,2,"3,400",90 to 100,"1,000 to 1,100",Nov-24
HILLION RESIDENCES,JELEBU ROAD,23,Non-Landed Properties,2,"3,600",60 to 70,700 to 800,Nov-24
CAVENAGH COURT,CAVENAGH ROAD,09,Non-Landed Properties,2,"6,200",160 to 170,"1,800 to 1,900",Nov-24
VILLA MARINA,JALAN SEMPADAN,15,Non-Landed Properties,3,"5,200",150 to 160,"1,600 to 1,700",Nov-24
LLOYD SIXTYFIVE,LLOYD ROAD,09,Non-Landed Properties,1,"5,200",80 to 90,800 to 900,Nov-24
NATHAN SUITES,NATHAN ROAD,10,Non-Landed Properties,3,"8,000",130 to 140,"1,400 to 1,500",Nov-24
SPOTTISWOODE RESIDENCES,SPOTTISWOODE PARK ROAD,02,Non-Landed Properties,2,"5,600",80 to 90,"900 to 1,000",Nov-24
TREASURE AT TAMPINES,TAMPINES LANE,18,Non-Landed Properties,3,"4,150",70 to 80,800 to 900,Nov-24
JOO CHIAT MANSIONS,JOO CHIAT PLACE,15,Non-Landed Properties,NA,"5,000",110 to 120,"1,200 to 1,300",Nov-24
EAST SIGNATURE,ELLIOT WALK,15,Non-Landed Properties,2,"3,300",70 to 80,800 to 900,Nov-24
BALLOTA PARK CONDOMINIUM,MARIAM WAY,17,Non-Landed Properties,4,"4,600",150 to 160,"1,700 to 1,800",Nov-24
RIS GRANDEUR,ELIAS ROAD,18,Non-Landed Properties,4,"5,000",140 to 150,"1,500 to 1,600",Nov-24
THE FLORENCE RESIDENCES,HOUGANG AVENUE 2,19,Non-Landed Properties,1,"3,000",40 to 50,500 to 600,Nov-24
THE WATERSIDE,TANJONG RHU ROAD,15,Non-Landed Properties,NA,"7,869",190 to 200,"2,100 to 2,200",Nov-24
THE SHORE RESIDENCES,AMBER ROAD,15,Non-Landed Properties,2,"5,300",80 to 90,"900 to 1,000",Nov-24
TORIEVIEW MANSIONS,LORONG 29 GEYLANG,14,Non-Landed Properties,NA,"7,500",200 to 210,"2,200 to 2,300",Nov-24
CAIRNHILL NINE,CAIRNHILL ROAD,09,Non-Landed Properties,1,"6,700",70 to 80,700 to 800,Nov-24
LAKEVILLE,JURONG LAKE LINK,22,Non-Landed Properties,3,"5,800",100 to 110,"1,100 to 1,200",Nov-24
HERITAGE VIEW,DOVER RISE,05,Non-Landed Properties,3,"5,700",110 to 120,"1,100 to 1,200",Nov-24
WATERFRONT WAVES,BEDOK RESERVOIR ROAD,16,Non-Landed Properties,3,"5,500",120 to 130,"1,300 to 1,400",Nov-24
THE LAURELS,CAIRNHILL ROAD,09,Non-Landed Properties,3,"9,000",120 to 130,"1,300 to 1,400",Nov-24
A TREASURE TROVE,PUNGGOL WALK,19,Non-Landed Properties,2,"4,000",70 to 80,700 to 800,Nov-24
LA FIESTA,SENGKANG SQUARE,19,Non-Landed Properties,2,"3,600",70 to 80,700 to 800,Nov-24
WILMER HOUSE,ST. THOMAS WALK,09,Non-Landed Properties,3,"7,500",170 to 180,"1,800 to 1,900",Nov-24
THREE BALMORAL,BALMORAL ROAD,10,Non-Landed Properties,3,"7,800",140 to 150,"1,500 to 1,600",Nov-24
NINETEEN SHELFORD ROAD,SHELFORD ROAD,11,Non-Landed Properties,1,"3,300",70 to 80,700 to 800,Nov-24
AFFINITY AT SERANGOON,SERANGOON NORTH AVENUE 1,19,Non-Landed Properties,2,"4,000",60 to 70,700 to 800,Nov-24
MERA SPRINGS,CARLISLE ROAD,08,Non-Landed Properties,3,"5,700",120 to 130,"1,200 to 1,300",Nov-24
THE GARDENS AT BISHAN,SIN MING WALK,20,Non-Landed Properties,4,"5,900",140 to 150,"1,500 to 1,600",Nov-24
TRILIGHT,NEWTON ROAD,11,Non-Landed Properties,2,"6,200",110 to 120,"1,100 to 1,200",Nov-24
THE GLADES,BEDOK RISE,16,Non-Landed Properties,2,"3,750",60 to 70,600 to 700,Nov-24
THE INSPIRA,ARNASALAM CHETTY ROAD,09,Non-Landed Properties,1,"4,100",60 to 70,600 to 700,Nov-24
THE WISTERIA,YISHUN RING ROAD,27,Non-Landed Properties,2,"3,300",60 to 70,700 to 800,Nov-24
LE REGAL,GEYLANG ROAD,14,Non-Landed Properties,1,"2,400",30 to 40,300 to 400,Nov-24
TIONG BAHRU ESTATE,GUAN CHUAN STREET,03,Non-Landed Properties,NA,"3,900",70 to 80,700 to 800,Nov-24
8 SAINT THOMAS,ST. THOMAS WALK,09,Non-Landed Properties,1,"3,800",40 to 50,500 to 600,Nov-24
LUXE VILLE,PASIR PANJANG ROAD,05,Non-Landed Properties,3,"5,600",130 to 140,"1,400 to 1,500",Nov-24
SKY VUE,BISHAN STREET 15,20,Non-Landed Properties,2,"4,000",60 to 70,600 to 700,Nov-24
R MAISON,SOMMERVILLE WALK,13,Non-Landed Properties,2,"3,900",80 to 90,"900 to 1,000",Nov-24
MIDWOOD,HILLVIEW RISE,23,Non-Landed Properties,1,"3,000",40 to 50,400 to 500,Nov-24
SKYLINE RESIDENCES,TELOK BLANGAH ROAD,04,Non-Landed Properties,3,"6,500",120 to 130,"1,300 to 1,400",Nov-24
TERRASSE,TERRASSE LANE,19,Non-Landed Properties,3,"4,400",100 to 110,"1,100 to 1,200",Nov-24
RESIDENCES BOTANIQUE,YIO CHU KANG ROAD,19,Non-Landed Properties,3,"4,700",130 to 140,"1,400 to 1,500",Nov-24
ECO,BEDOK SOUTH AVENUE 3,16,Non-Landed Properties,2,"3,700",70 to 80,800 to 900,Nov-24
ST THOMAS COURT,ST. THOMAS WALK,09,Non-Landed Properties,3,"5,000",100 to 110,"1,100 to 1,200",Nov-24
THE VERVE,JALAN RAJAH,12,Non-Landed Properties,1,"2,650",40 to 50,400 to 500,Nov-24
D'NEST,PASIR RIS GROVE,18,Non-Landed Properties,2,"3,500",70 to 80,700 to 800,Nov-24
PARC CENTROS,PUNGGOL CENTRAL,19,Non-Landed Properties,2,"3,600",70 to 80,700 to 800,Nov-24
VIBES @ EAST COAST,TELOK KURAU ROAD,15,Non-Landed Properties,1,"2,800",30 to 40,300 to 400,Nov-24
QUEENS PEAK,DUNDEE ROAD,03,Non-Landed Properties,3,"5,500",70 to 80,800 to 900,Nov-24
JOOL SUITES,SING JOO WALK,08,Non-Landed Properties,1,"2,900",30 to 40,400 to 500,Nov-24
NON-LANDED HOUSING DEVELOPMENT,LINCOLN ROAD,11,Non-Landed Properties,2,"3,200",80 to 90,800 to 900,Nov-24
THE FOLIAGE,PASIR PANJANG ROAD,05,Non-Landed Properties,1,"2,800",40 to 50,500 to 600,Nov-24
MABELLE,LORONG M TELOK KURAU,15,Non-Landed Properties,2,"4,132",80 to 90,800 to 900,Nov-24
ECHELON,ALEXANDRA VIEW,03,Non-Landed Properties,2,"4,900",60 to 70,700 to 800,Nov-24
WEST BAY CONDOMINIUM,WEST COAST CRESCENT,05,Non-Landed Properties,2,"3,700",80 to 90,800 to 900,Nov-24
SELETAR HILLS ESTATE,JALAN SELASEH,28,Non-Landed Properties,NA,"4,300",90 to 100,"1,000 to 1,100",Nov-24
NORMANTON PARK,NORMANTON PARK,05,Non-Landed Properties,1,"3,300",40 to 50,500 to 600,Nov-24
MULBERRY TREE,MOULMEIN ROAD,11,Non-Landed Properties,2,"4,500",100 to 110,"1,000 to 1,100",Nov-24
NORMANTON PARK,NORMANTON PARK,05,Non-Landed Properties,1,"3,650",50 to 60,500 to 600,Nov-24
THE IVERIA,KIM YAM ROAD,09,Non-Landed Properties,3,"6,500",80 to 90,"900 to 1,000",Nov-24
KATONG REGENCY,TANJONG KATONG ROAD,15,Non-Landed Properties,1,"3,700",50 to 60,500 to 600,Nov-24
FORETT@BUKIT TIMAH,TOH TUCK ROAD,21,Non-Landed Properties,NA,"3,700",60 to 70,700 to 800,Nov-24
THE REEF AT KING'S DOCK,HARBOURFRONT AVENUE,04,Non-Landed Properties,NA,"6,100",80 to 90,800 to 900,Nov-24
NEWTON GEMS,NEWTON ROAD,11,Non-Landed Properties,1,"3,300",60 to 70,600 to 700,Nov-24
URBAN VISTA,TANAH MERAH KECHIL LINK,16,Non-Landed Properties,2,"3,000",50 to 60,500 to 600,Nov-24
CLAVON,CLEMENTI AVENUE 1,05,Non-Landed Properties,1,"3,500",40 to 50,500 to 600,Nov-24
AMBER SKYE,AMBER ROAD,15,Non-Landed Properties,2,"6,200",110 to 120,"1,200 to 1,300",Nov-24
CLAVON,CLEMENTI AVENUE 1,05,Non-Landed Properties,1,"3,500",40 to 50,500 to 600,Nov-24
NON-LANDED HOUSING DEVELOPMENT,NEWTON ROAD,11,Non-Landed Properties,3,"7,300",160 to 170,"1,700 to 1,800",Nov-24
THE AMERY,LORONG K TELOK KURAU,15,Non-Landed Properties,4,"5,500",140 to 150,"1,500 to 1,600",Nov-24
PARC CENTROS,PUNGGOL CENTRAL,19,Non-Landed Properties,1,"3,000",40 to 50,400 to 500,Nov-24
RIVERFRONT RESIDENCES,HOUGANG AVENUE 7,19,Non-Landed Properties,2,"3,700",60 to 70,700 to 800,Nov-24
8 SAINT THOMAS,ST. THOMAS WALK,09,Non-Landed Properties,2,"6,500",70 to 80,800 to 900,Nov-24
TRILIGHT,NEWTON ROAD,11,Non-Landed Properties,2,"7,200",100 to 110,"1,100 to 1,200",Nov-24
IDYLLIC SUITES,LORONG 30 GEYLANG,14,Non-Landed Properties,2,"2,800",50 to 60,500 to 600,Nov-24
AZALEA PARK CONDOMINIUM,FLORA ROAD,17,Non-Landed Properties,3,"4,500",140 to 150,"1,500 to 1,600",Nov-24
GRAMERCY PARK,GRANGE ROAD,10,Non-Landed Properties,2,"7,300",110 to 120,"1,100 to 1,200",Nov-24
THE MILTONIA RESIDENCES,MILTONIA CLOSE,27,Non-Landed Properties,3,"3,950",140 to 150,"1,500 to 1,600",Nov-24
CARIBBEAN AT KEPPEL BAY,KEPPEL BAY DRIVE,04,Non-Landed Properties,3,"7,800",120 to 130,"1,300 to 1,400",Nov-24
THE ESTA,AMBER GARDENS,15,Non-Landed Properties,4,"7,250",140 to 150,"1,500 to 1,600",Nov-24
VISIONCREST,OXLEY RISE,09,Non-Landed Properties,1,"4,500",60 to 70,700 to 800,Nov-24
THE CREST,PRINCE CHARLES CRESCENT,03,Non-Landed Properties,1,"4,000",50 to 60,600 to 700,Nov-24
CLAVON,CLEMENTI AVENUE 1,05,Non-Landed Properties,1,"3,600",40 to 50,500 to 600,Nov-24
THOMSON V TWO,SIN MING ROAD,20,Non-Landed Properties,1,"3,000",40 to 50,400 to 500,Nov-24
BLEU @ EAST COAST,UPPER EAST COAST ROAD,16,Non-Landed Properties,3,"4,000",100 to 110,"1,100 to 1,200",Nov-24
MI CASA,CHOA CHU KANG AVENUE 3,23,Non-Landed Properties,2,"3,600",90 to 100,"900 to 1,000",Nov-24
BARTLEY RIDGE,MOUNT VERNON ROAD,13,Non-Landed Properties,1,"2,900",40 to 50,400 to 500,Nov-24
THE COSMOPOLITAN,KIM SENG ROAD,09,Non-Landed Properties,3,"8,600",120 to 130,"1,300 to 1,400",Nov-24
THE SCALA,SERANGOON AVENUE 3,19,Non-Landed Properties,3,"6,200",100 to 110,"1,000 to 1,100",Nov-24
WING ON LIFE GARDEN,BUKIT TIMAH ROAD,10,Non-Landed Properties,NA,"11,300",300 to 310,"3,200 to 3,300",Nov-24
THE HILLFORD,JALAN JURONG KECHIL,21,Non-Landed Properties,2,"3,900",40 to 50,500 to 600,Nov-24
PARC HAVEN,LORONG LIMAU,12,Non-Landed Properties,NA,"2,600",40 to 50,400 to 500,Nov-24
SEVEN PALMS SENTOSA COVE,COVE DRIVE,04,Non-Landed Properties,4,"26,500",310 to 320,"3,400 to 3,500",Nov-24
STARVILLE,LENGKONG TIGA,14,Non-Landed Properties,3,"4,700",130 to 140,"1,400 to 1,500",Nov-24
CITY SQUARE RESIDENCES,KITCHENER LINK,08,Non-Landed Properties,2,"4,800",70 to 80,800 to 900,Nov-24
AVENUE SOUTH RESIDENCE,SILAT AVENUE,03,Non-Landed Properties,2,"4,600",60 to 70,600 to 700,Nov-24
CASA CAMBIO,LIM TUA TOW ROAD,19,Non-Landed Properties,2,"2,900",50 to 60,600 to 700,Nov-24
YONG AN PARK,RIVER VALLEY ROAD,09,Non-Landed Properties,4,"12,500",310 to 320,"3,400 to 3,500",Nov-24
ORCHID APARTMENTS,ENG NEO AVENUE,11,Non-Landed Properties,NA,"5,000",120 to 130,"1,300 to 1,400",Nov-24
DE CENTURION,TANJONG RHU ROAD,15,Non-Landed Properties,3,"4,300",90 to 100,"1,000 to 1,100",Nov-24
AURALIS,EAST COAST ROAD,15,Non-Landed Properties,1,"2,550",40 to 50,400 to 500,Nov-24
THE LEGEND,BUKIT TIMAH ROAD,10,Non-Landed Properties,2,"5,200",130 to 140,"1,400 to 1,500",Nov-24
D'ECOSIA,STILL ROAD SOUTH,15,Non-Landed Properties,1,"3,300",40 to 50,500 to 600,Nov-24
D'LEEDON,LEEDON HEIGHTS,10,Non-Landed Properties,1,"3,450",50 to 60,600 to 700,Nov-24
NV RESIDENCES,PASIR RIS GROVE,18,Non-Landed Properties,2,"3,200",80 to 90,"900 to 1,000",Nov-24
PARK PLACE RESIDENCES AT PLQ,PAYA LEBAR ROAD,14,Non-Landed Properties,1,"3,850",40 to 50,400 to 500,Nov-24
THOMSON 800,THOMSON ROAD,11,Non-Landed Properties,3,"4,800",130 to 140,"1,400 to 1,500",Nov-24
SCOTTS 28,SCOTTS ROAD,09,Non-Landed Properties,3,"10,500",210 to 220,"2,200 to 2,300",Nov-24
COASTARINA,EAST COAST ROAD,15,Non-Landed Properties,3,"4,200",70 to 80,800 to 900,Nov-24
MARINA ONE RESIDENCES,MARINA WAY,01,Non-Landed Properties,2,"8,900",100 to 110,"1,100 to 1,200",Nov-24
PALM OASIS,LORONG H TELOK KURAU,15,Non-Landed Properties,2,"2,200",60 to 70,700 to 800,Nov-24
THE ALPS RESIDENCES,TAMPINES STREET 86,18,Non-Landed Properties,1,"2,800",40 to 50,500 to 600,Nov-24
THE SAIL @ MARINA BAY,MARINA BOULEVARD,01,Non-Landed Properties,3,"8,400",110 to 120,"1,100 to 1,200",Nov-24
REGENT HEIGHTS,BUKIT BATOK EAST AVENUE 5,23,Non-Landed Properties,3,"3,650",100 to 110,"1,100 to 1,200",Nov-24
LA FIESTA,SENGKANG SQUARE,19,Non-Landed Properties,3,"3,850",70 to 80,800 to 900,Nov-24
THE RIVERSIDE PIAZZA,KENG CHEOW STREET,01,Non-Landed Properties,2,"4,500",90 to 100,"1,000 to 1,100",Nov-24
CENTENNIA SUITES,KIM SENG ROAD,09,Non-Landed Properties,2,"7,600",110 to 120,"1,200 to 1,300",Nov-24
GRANDEUR PARK RESIDENCES,BEDOK SOUTH AVENUE 3,16,Non-Landed Properties,3,"4,500",80 to 90,800 to 900,Nov-24
HYLL ON HOLLAND,HOLLAND ROAD,10,Non-Landed Properties,2,"3,800",50 to 60,500 to 600,Nov-24
ONE ROSYTH,ROSYTH ROAD,19,Non-Landed Properties,NA,"3,300",50 to 60,500 to 600,Nov-24
VIZ AT HOLLAND,QUEENSWAY,10,Non-Landed Properties,3,"5,400",170 to 180,"1,900 to 2,000",Nov-24
CASA CAMBIO,LIM TUA TOW ROAD,19,Non-Landed Properties,2,"2,800",40 to 50,400 to 500,Nov-24
OASIS @ ELIAS,ELIAS ROAD,18,Non-Landed Properties,2,"3,200",90 to 100,"900 to 1,000",Nov-24
THE TROPICA,TAMPINES AVENUE 1,18,Non-Landed Properties,3,"4,150",110 to 120,"1,200 to 1,300",Nov-24
PARKWAY VIEW,MARINE PARADE,15,Non-Landed Properties,NA,"4,900",100 to 110,"1,100 to 1,200",Nov-24
EVELYN MANSIONS,EVELYN ROAD,11,Non-Landed Properties,2,"4,000",80 to 90,800 to 900,Nov-24
HILLVIEW HEIGHTS,HILLVIEW AVENUE,23,Non-Landed Properties,2,"4,500",90 to 100,"900 to 1,000",Nov-24
EMERALD PARK,INDUS ROAD,03,Non-Landed Properties,3,"5,500",130 to 140,"1,400 to 1,500",Nov-24
HILLVIEW GREEN,HUME AVENUE,21,Non-Landed Properties,2,"3,600",90 to 100,"1,000 to 1,100",Nov-24
H2O RESIDENCES,FERNVALE LINK,28,Non-Landed Properties,2,"3,100",60 to 70,700 to 800,Nov-24
FOREST WOODS,LORONG LEW LIAN,19,Non-Landed Properties,2,"4,300",60 to 70,700 to 800,Nov-24
THE IMPERIAL,JALAN RUMBIA,09,Non-Landed Properties,2,"6,000",90 to 100,"900 to 1,000",Nov-24
FLO RESIDENCE,PUNGGOL FIELD WALK,19,Non-Landed Properties,3,"4,200",80 to 90,"900 to 1,000",Nov-24
THE SAIL @ MARINA BAY,MARINA BOULEVARD,01,Non-Landed Properties,1,"4,000",50 to 60,500 to 600,Nov-24
BOATHOUSE RESIDENCES,UPPER SERANGOON VIEW,19,Non-Landed Properties,1,"2,750",50 to 60,600 to 700,Nov-24
THE SAIL @ MARINA BAY,MARINA BOULEVARD,01,Non-Landed Properties,1,"4,400",60 to 70,600 to 700,Nov-24
EASTBAY,TAY LIAN TECK ROAD,15,Non-Landed Properties,2,"4,000",100 to 110,"1,100 to 1,200",Nov-24
SKYSUITES17,JALAN RAJAH,12,Non-Landed Properties,2,"3,680",50 to 60,600 to 700,Nov-24
RESIDENCES @ SOMME,PETAIN ROAD,08,Non-Landed Properties,1,"2,650",50 to 60,500 to 600,Nov-24
LUMIERE,MISTRI ROAD,02,Non-Landed Properties,1,"5,000",50 to 60,600 to 700,Nov-24
NIVEN SUITES,WILKIE TERRACE,09,Non-Landed Properties,1,"3,800",90 to 100,"1,000 to 1,100",Nov-24
RIVERFRONT RESIDENCES,HOUGANG AVENUE 7,19,Non-Landed Properties,1,"2,900",40 to 50,500 to 600,Nov-24
RIVERGATE,ROBERTSON QUAY,09,Non-Landed Properties,4,"12,500",190 to 200,"2,100 to 2,200",Nov-24
MANDARIN GARDENS,SIGLAP ROAD,15,Non-Landed Properties,1,"3,000",60 to 70,700 to 800,Nov-24
SKYLINE @ ORCHARD BOULEVARD,ANGULLIA PARK,09,Non-Landed Properties,3,"15,454",190 to 200,"2,000 to 2,100",Nov-24
OLEANAS RESIDENCE,KIM YAM ROAD,09,Non-Landed Properties,3,"5,500",110 to 120,"1,200 to 1,300",Nov-24
THE TRIZON,RIDGEWOOD CLOSE,10,Non-Landed Properties,2,"5,500",120 to 130,"1,300 to 1,400",Nov-24
GALLOP GABLES,FARRER ROAD,10,Non-Landed Properties,2,"4,800",100 to 110,"1,100 to 1,200",Nov-24
DAHLIA PARK CONDOMINIUM,FLORA DRIVE,17,Non-Landed Properties,3,"3,800",110 to 120,"1,200 to 1,300",Nov-24
SILVERSEA,MARINE PARADE ROAD,15,Non-Landed Properties,2,"6,400",90 to 100,"900 to 1,000",Nov-24
ECO,BEDOK SOUTH AVENUE 3,16,Non-Landed Properties,1,"3,000",50 to 60,600 to 700,Nov-24
LAVERNE'S LOFT,LORONG L TELOK KURAU,15,Non-Landed Properties,2,"4,200",110 to 120,"1,200 to 1,300",Nov-24
MARINA BAY SUITES,CENTRAL BOULEVARD,01,Non-Landed Properties,4,"13,000",190 to 200,"2,000 to 2,100",Nov-24
THE ALPS RESIDENCES,TAMPINES STREET 86,18,Non-Landed Properties,2,"3,400",60 to 70,600 to 700,Nov-24
JADESCAPE,SHUNFU ROAD,20,Non-Landed Properties,2,"4,300",70 to 80,700 to 800,Nov-24
PARC ROSEWOOD,ROSEWOOD DRIVE,25,Non-Landed Properties,2,"3,000",70 to 80,800 to 900,Nov-24
PARC CENTROS,PUNGGOL CENTRAL,19,Non-Landed Properties,1,"3,050",40 to 50,400 to 500,Nov-24
ESPADA,ST. THOMAS WALK,09,Non-Landed Properties,1,"3,200",30 to 40,300 to 400,Nov-24
LAKEPOINT CONDOMINIUM,LAKEPOINT DRIVE,22,Non-Landed Properties,NA,"5,200",200 to 210,"2,200 to 2,300",Nov-24
THE REGENCY AT TIONG BAHRU,CHAY YAN STREET,03,Non-Landed Properties,3,"7,530",110 to 120,"1,200 to 1,300",Nov-24
THE METROPOLITAN CONDOMINIUM,ALEXANDRA VIEW,03,Non-Landed Properties,3,"7,000",130 to 140,"1,300 to 1,400",Nov-24
CYAN,KENG CHIN ROAD,10,Non-Landed Properties,2,"6,000",90 to 100,"1,000 to 1,100",Nov-24
BARTLEY RESIDENCES,LORONG HOW SUN,19,Non-Landed Properties,3,"6,000",150 to 160,"1,600 to 1,700",Nov-24
CASA ESPERANZA,BUKIT TIMAH ROAD,21,Non-Landed Properties,3,"6,500",170 to 180,"1,800 to 1,900",Nov-24
HORIZON RESIDENCES,PASIR PANJANG HILL,05,Non-Landed Properties,3,"6,300",120 to 130,"1,300 to 1,400",Nov-24
QUEENS,STIRLING ROAD,03,Non-Landed Properties,2,"4,400",80 to 90,"900 to 1,000",Nov-24
THE SHORE RESIDENCES,AMBER ROAD,15,Non-Landed Properties,2,"5,000",80 to 90,800 to 900,Nov-24
WATERFRONT ISLE,BEDOK RESERVOIR ROAD,16,Non-Landed Properties,1,"2,900",50 to 60,500 to 600,Nov-24
LEVENUE,LENGKONG EMPAT,14,Non-Landed Properties,2,"3,200",40 to 50,400 to 500,Nov-24
JADESCAPE,SHUNFU ROAD,20,Non-Landed Properties,1,"3,500",40 to 50,500 to 600,Nov-24
